business_id,business_name,business_address,business_city,business_state,business_postal_code,business_latitude,business_longitude,business_location,business_phone_number,inspection_id,inspection_date,inspection_score,inspection_type,violation_id,violation_description,risk_category
69066,Hayes Valley Bakeworks,550 Gough St,San Francisco,CA,,37.778299,-122.423187,"(37.778299, -122.423187)",,69066_20140818,08/18/2014 12:00:00 AM,74,Routine - Unscheduled,69066_20140818_103144,Unapproved or unmaintained equipment or utensils,Low Risk
3286,Super Burrito,1200 Polk St,San Francisco,CA,94109,37.787998,-122.420117,"(37.787998, -122.420117)",,3286_20160705,07-05-16 0:00,84,Routine - Unscheduled,3286_20160705_103138,Improper storage use or identification of toxic substances,Low Risk
7489,GAS & SHOP,599 South Van Ness Ave,San Francisco,CA,94110,37.763803,-122.417326,"(37.763803, -122.417326)",14155866835,7489_20141208,12-08-14 0:00,91,Reinspection/Followup,,,
4621,Louie's Dim Sum,1242 Stockton St,San Francisco,CA,94133,37.797256,-122.408456,"(37.797256, -122.408456)",,4621_20140602,06-02-14 0:00,86,Routine - Unscheduled,4621_20140602_103152,Unclean unmaintained or improperly constructed toilet facilities,Low Risk
69759,Fish N Gari,1718 Polk St,San Francisco,CA,94109,37.792577,-122.421016,"(37.792577, -122.421016)",,69759_20160708,07-08-16 0:00,57,Routine - Unscheduled,69759_20160708_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
6756,Godiva Chocolatier Inc.,3251 20th Ave 154,San Francisco,CA,94132,37.728497,-122.475639,"(37.728497, -122.475639)",14155565058,6756_20161207,12-07-16 0:00,90,Routine - Unscheduled,,,
2017,THE GROVE FILLMORE,2016 FILLMORE St,San Francisco,CA,94115,37.788147,-122.433637,"(37.788147, -122.433637)",14155471419,2017_20140227,02/27/2014 12:00:00 AM,90,Routine - Unscheduled,2017_20140227_103139,Improper food storage,Low Risk
68773,Nopalito,1224 9th Ave,San Francisco,CA,94122,37.765412,-122.466375,"(37.765412, -122.466375)",14155430303,68773_20160823,08/23/2016 12:00:00 AM,84,Routine - Unscheduled,68773_20160823_103120,Moderate risk food holding temperature,Moderate Risk
85317,Curry Up Now,Approved Locations,San Francisco,CA,,,,,14155827000,85317_20160709,07-09-16 0:00,88,Routine - Unscheduled,85317_20160709_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
4588,PICCOLO PETES,2155 BAYSHORE Blvd,San Francisco,CA,94134,37.712686,-122.400903,"(37.712686, -122.400903)",,4588_20150414,04/14/2015 12:00:00 AM,90,Routine - Unscheduled,4588_20150414_103120,Moderate risk food holding temperature,Moderate Risk
3623,CHAVA'S,2839 MISSION St,San Francisco,CA,94110,37.751554,-122.418376,"(37.751554, -122.418376)",14155280283,3623_20160819,08/19/2016 12:00:00 AM,26,Routine - Unscheduled,3623_20160819_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
78819,San Francisco Champagne Society,1097 Howard St #101,San Francisco,CA,94103,,,,,78819_20160824,08/24/2016 12:00:00 AM,86,Non-inspection site visit,,,
74374,Gallardo's Mexican Restaurant,3248 18th St,San Francisco,CA,94110,,,,,74374_20140604,06-04-14 0:00,5,Reinspection/Followup,74374_20140604_103105,Improper cooling methods,High Risk
3911,BURGER KING,1690 VALENCIA St,San Francisco,CA,94110,37.745799,-122.420105,"(37.745799, -122.420105)",14155251729,3911_20160304,03-04-16 0:00,82,Complaint,,,
62688,Auntie April's,4618 03rd St,San Francisco,CA,94124,37.736277,-122.390334,"(37.736277, -122.390334)",,62688_20160310,03-10-16 0:00,94,Reinspection/Followup,,,
39481,Mateo's Bay Area Hot Dogs,833 Bryant St,San Francisco,CA,,,,,14155889291,39481_20160311,03-11-16 0:00,6,New Construction,,,
71314,"Sunmoon Market, Inc.",638 Broadway St,San Francisco,CA,94133,,,,,71314_20140403,04-03-14 0:00,86,Reinspection/Followup,,,
74794,Baiano Pizzeria,1330 9th Ave,San Francisco,CA,94122,,,,14155663777,74794_20140129,01/29/2014 12:00:00 AM,90,Routine - Unscheduled,74794_20140129_103103,High risk food holding temperature,High Risk
33591,Fujiyama-Ya,1234 Noriega St,San Francisco,CA,94122,37.754218,-122.477102,"(37.754218, -122.477102)",,33591_20140113,01/13/2014 12:00:00 AM,33,Routine - Unscheduled,33591_20140113_103142,Unclean nonfood contact surfaces,Low Risk
69392,Wonderland Restaurant,500 Haight St,San Francisco,CA,94117,37.772097,-122.430804,"(37.772097, -122.430804)",,69392_20140924,09/24/2014 12:00:00 AM,92,Routine - Unscheduled,69392_20140924_103144,Unapproved or unmaintained equipment or utensils,Low Risk
5927,CORNERSTONES ACADEMY,801 SILVER Ave,San Francisco,CA,94134,37.729108,-122.418728,"(37.729108, -122.418728)",,5927_20140729,07/29/2014 12:00:00 AM,86,Routine - Unscheduled,5927_20140729_103144,Unapproved or unmaintained equipment or utensils,Low Risk
68891,Local Edition,691 Market St,San Francisco,CA,94103,,,,,68891_20150625,06/25/2015 12:00:00 AM,94,Routine - Unscheduled,68891_20150625_103150,Improper or defective plumbing,Low Risk
81103,Spicy Queen,3809 Geary Blvd,San Francisco,CA,94108,,,,14155571380,81103_20160125,01/25/2016 12:00:00 AM,22,Routine - Unscheduled,81103_20160125_103132,Improper thawing methods,Moderate Risk
7636,LEE'S FOOD MARKET,1397 Revere Ave,San Francisco,CA,94124,37.729455,-122.386364,"(37.729455, -122.386364)",14155822818,7636_20150210,02-10-15 0:00,69,Routine - Unscheduled,7636_20150210_103109,Unclean or unsanitary food contact surfaces,High Risk
7636,LEE'S FOOD MARKET,1397 Revere Ave,San Francisco,CA,94124,37.729455,-122.386364,"(37.729455, -122.386364)",14155822818,7636_20150210,02-10-15 0:00,92,Routine - Unscheduled,7636_20150210_103154,Unclean or degraded floors walls or ceilings,Low Risk
64176,Dragon River Restaurant,5045 GEARY Blvd,San Francisco,CA,94118,37.780523,-122.47358,"(37.780523, -122.47358)",,64176_20141113,11/13/2014 12:00:00 AM,94,Routine - Unscheduled,64176_20141113_103144,Unapproved or unmaintained equipment or utensils,Low Risk
62990,"International School of Pizza, Inc.",1556 Stockton St,San Francisco,CA,94133,37.800218,-122.409096,"(37.800218, -122.409096)",,62990_20160615,06/15/2016 12:00:00 AM,90,Routine - Unscheduled,62990_20160615_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
76142,Bon Appetit Management Co.,555 California St 51st Floor,San Francisco,CA,94104,,,,,76142_20160824,08/24/2016 12:00:00 AM,94,Routine - Unscheduled,76142_20160824_103148,No thermometers or uncalibrated thermometers,Low Risk
13753,Taboun,203 Parnassus Ave,San Francisco,CA,,37.764574,-122.45295,"(37.764574, -122.45295)",,13753_20160822,08/22/2016 12:00:00 AM,94,Routine - Unscheduled,13753_20160822_103103,High risk food holding temperature,High Risk
86405,V16 LLC,3092 16th St,San Francisco,CA,94103,,,,,86405_20160510,05-10-16 0:00,90,New Construction,,,
86551,Antonik's BBQ,2175 Market St,San Francisco,CA,94114,,,,14150456611,86551_20160516,05/16/2016 12:00:00 AM,90,New Construction,,,
80422,Seed + Salt,2240 Chestnut St,San Francisco,CA,,,,,14155671440,80422_20160525,05/25/2016 12:00:00 AM,90,Reinspection/Followup,,,
72016,Na Ya Desert House,5338 Geary Blvd,San Francisco,CA,94121,,,,,72016_20160426,04/26/2016 12:00:00 AM,90,Routine - Unscheduled,72016_20160426_103144,Unapproved or unmaintained equipment or utensils,Low Risk
70892,Happy Cafe,952 CLEMENT St,San Francisco,CA,94118,37.782718,-122.469492,"(37.782718, -122.469492)",14155278396,70892_20160708,07-08-16 0:00,96,Reinspection/Followup,,,
76905,Presidio Pizza Company,1862 Divisadero St,San Francisco,CA,94115,,,,,76905_20140609,06-09-14 0:00,96,Routine - Unscheduled,76905_20140609_103120,Moderate risk food holding temperature,Moderate Risk
72016,Na Ya Desert House,5338 Geary Blvd,San Francisco,CA,94121,,,,,72016_20160426,04/26/2016 12:00:00 AM,96,Routine - Unscheduled,72016_20160426_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
83579,Royal Ground Coffee,2216 Polk St,San Francisco,CA,94109,,,,,83579_20160614,06/14/2016 12:00:00 AM,96,Routine - Unscheduled,83579_20160614_103131,Moderate risk vermin infestation,Moderate Risk
2622,WING HING RESTAURANT,2550 SAN BRUNO Ave,San Francisco,CA,94134,37.729408,-122.404391,"(37.729408, -122.404391)",,2622_20160526,05/26/2016 12:00:00 AM,64,Routine - Unscheduled,2622_20160526_103113,Sewage or wastewater contamination,High Risk
4982,FRANKLIN MARKET,1528 FRANKLIN St,San Francisco,CA,94109,37.788658,-122.423627,"(37.788658, -122.423627)",,4982_20160520,05/20/2016 12:00:00 AM,100,Routine - Unscheduled,4982_20160520_103145,Improper storage of equipment utensils or linens,Low Risk
74374,Gallardo's Mexican Restaurant,3248 18th St,San Francisco,CA,94110,,,,,74374_20140527,05/27/2014 12:00:00 AM,93,Routine - Unscheduled,74374_20140527_103156,Permit license or inspection report not posted,Low Risk
83844,Taste of Jiangnan,332 Clement St,San Francisco,CA,94118,,,,,83844_20150930,09/30/2015 12:00:00 AM,81,Routine - Unscheduled,83844_20150930_103132,Improper thawing methods,Moderate Risk
3183,NEW ERITREA RESTAURANT,907 Irving St,San Francisco,CA,94122,37.763964,-122.467639,"(37.763964, -122.467639)",,3183_20140225,02/25/2014 12:00:00 AM,87,Routine - Unscheduled,3183_20140225_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
75853,Fog Baby Cafe,3516 Balboa St,San Francisco,CA,94121,,,,14155751050,75853_20160819,08/19/2016 12:00:00 AM,84,Routine - Unscheduled,,,
5868,LONGFELLOW ELEMENTARY SCHOOL,755 MORSE St,San Francisco,CA,94112,37.710459,-122.447713,"(37.710459, -122.447713)",14155464730,5868_20141028,10/28/2014 12:00:00 AM,84,Routine - Unscheduled,5868_20141028_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
7645,LUCKY PORK MARKET,2659 MISSION St,San Francisco,CA,94110,37.754513,-122.418626,"(37.754513, -122.418626)",14155644805,7645_20150707,07-07-15 0:00,89,Routine - Unscheduled,7645_20150707_103139,Improper food storage,Low Risk
7645,LUCKY PORK MARKET,2659 MISSION St,San Francisco,CA,94110,37.754513,-122.418626,"(37.754513, -122.418626)",14155644805,7645_20150707,07-07-15 0:00,80,Routine - Unscheduled,7645_20150707_103154,Unclean or degraded floors walls or ceilings,Low Risk
7645,LUCKY PORK MARKET,2659 MISSION St,San Francisco,CA,94110,37.754513,-122.418626,"(37.754513, -122.418626)",14155644805,7645_20150707,07-07-15 0:00,100,Routine - Unscheduled,7645_20150707_103151,Inadequate or unsanitary refuse containers or area or no garbage service,Low Risk
7645,LUCKY PORK MARKET,2659 MISSION St,San Francisco,CA,94110,37.754513,-122.418626,"(37.754513, -122.418626)",14155644805,7645_20150707,07-07-15 0:00,87,Routine - Unscheduled,7645_20150707_103150,Improper or defective plumbing,Low Risk
69302,City Cafe LLC,50 Phelan Ave.,San Francisco,CA,94112,37.723638,-122.452273,"(37.723638, -122.452273)",14155233177,69302_20160524,05/24/2016 12:00:00 AM,88,Routine - Unscheduled,69302_20160524_103147,Inadequate ventilation or lighting,Low Risk
7645,LUCKY PORK MARKET,2659 MISSION St,San Francisco,CA,94110,37.754513,-122.418626,"(37.754513, -122.418626)",14155644805,7645_20150707,07-07-15 0:00,5,Routine - Unscheduled,7645_20150707_103131,Moderate risk vermin infestation,Moderate Risk
7645,LUCKY PORK MARKET,2659 MISSION St,San Francisco,CA,94110,37.754513,-122.418626,"(37.754513, -122.418626)",14155644805,7645_20140108,01-08-14 0:00,69,Routine - Unscheduled,7645_20140108_103133,Foods not protected from contamination,Moderate Risk
7645,LUCKY PORK MARKET,2659 MISSION St,San Francisco,CA,94110,37.754513,-122.418626,"(37.754513, -122.418626)",14155644805,7645_20140108,01-08-14 0:00,75,Routine - Unscheduled,7645_20140108_103141,Improper food labeling or menu misrepresentation,Low Risk
7645,LUCKY PORK MARKET,2659 MISSION St,San Francisco,CA,94110,37.754513,-122.418626,"(37.754513, -122.418626)",14155644805,7645_20140108,01-08-14 0:00,87,Routine - Unscheduled,7645_20140108_103144,Unapproved or unmaintained equipment or utensils,Low Risk
7645,LUCKY PORK MARKET,2659 MISSION St,San Francisco,CA,94110,37.754513,-122.418626,"(37.754513, -122.418626)",14155644805,7645_20140108,01-08-14 0:00,66,Routine - Unscheduled,7645_20140108_103154,Unclean or degraded floors walls or ceilings,Low Risk
7645,LUCKY PORK MARKET,2659 MISSION St,San Francisco,CA,94110,37.754513,-122.418626,"(37.754513, -122.418626)",14155644805,7645_20140108,01-08-14 0:00,100,Routine - Unscheduled,7645_20140108_103131,Moderate risk vermin infestation,Moderate Risk
7645,LUCKY PORK MARKET,2659 MISSION St,San Francisco,CA,94110,37.754513,-122.418626,"(37.754513, -122.418626)",14155644805,7645_20140702,07-02-14 0:00,72,Routine - Unscheduled,7645_20140702_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
7645,LUCKY PORK MARKET,2659 MISSION St,San Francisco,CA,94110,37.754513,-122.418626,"(37.754513, -122.418626)",14155644805,7645_20140702,07-02-14 0:00,75,Routine - Unscheduled,7645_20140702_103156,Permit license or inspection report not posted,Low Risk
7645,LUCKY PORK MARKET,2659 MISSION St,San Francisco,CA,94110,37.754513,-122.418626,"(37.754513, -122.418626)",14155644805,7645_20140702,07-02-14 0:00,87,Routine - Unscheduled,7645_20140702_103141,Improper food labeling or menu misrepresentation,Low Risk
7645,LUCKY PORK MARKET,2659 MISSION St,San Francisco,CA,94110,37.754513,-122.418626,"(37.754513, -122.418626)",14155644805,7645_20140702,07-02-14 0:00,94,Routine - Unscheduled,7645_20140702_103139,Improper food storage,Low Risk
66901,Camp,4014 GEARY Blvd,San Francisco,CA,94118,37.781198,-122.462511,"(37.781198, -122.462511)",,66901_20161026,10/26/2016 12:00:00 AM,94,Routine - Unscheduled,66901_20161026_103139,Improper food storage,Low Risk
7646,VALENCIA GROCERY,1300 VALENCIA St,San Francisco,CA,94110,37.752059,-122.420713,"(37.752059, -122.420713)",14155646071,7646_20150803,08-03-15 0:00,72,Routine - Unscheduled,7646_20150803_103131,Moderate risk vermin infestation,Moderate Risk
7646,VALENCIA GROCERY,1300 VALENCIA St,San Francisco,CA,94110,37.752059,-122.420713,"(37.752059, -122.420713)",14155646071,7646_20140121,01/21/2014 12:00:00 AM,93,Routine - Unscheduled,7646_20140121_103131,Moderate risk vermin infestation,Moderate Risk
7646,VALENCIA GROCERY,1300 VALENCIA St,San Francisco,CA,94110,37.752059,-122.420713,"(37.752059, -122.420713)",14155646071,7646_20140813,08/13/2014 12:00:00 AM,65,Routine - Unscheduled,7646_20140813_103161,Low risk vermin infestation,Low Risk
18755,Kitchen Istanbal,349 Clement St.,San Francisco,CA,94118,37.782974,-122.463119,"(37.782974, -122.463119)",,18755_20160712,07-12-16 0:00,85,Routine - Unscheduled,18755_20160712_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
726,BEN WAH RESTAURANT,2786 CALIFORNIA St,San Francisco,CA,94115,37.788138,-122.440174,"(37.788138, -122.440174)",,726_20140113,01/13/2014 12:00:00 AM,75,Routine - Unscheduled,726_20140113_103154,Unclean or degraded floors walls or ceilings,Low Risk
3059,Las Margaritas,2801 Leavenworth St,San Francisco,CA,94133,37.807155,-122.419004,"(37.807155, -122.419004)",,3059_20160310,03-10-16 0:00,62,Routine - Unscheduled,3059_20160310_103144,Unapproved or unmaintained equipment or utensils,Low Risk
580,TACO LOS ALTOS,737 CORTLAND Ave,San Francisco,CA,94110,37.738979,-122.414971,"(37.738979, -122.414971)",,580_20160311,03-11-16 0:00,63,Routine - Unscheduled,580_20160311_103144,Unapproved or unmaintained equipment or utensils,Low Risk
429,Calzone's,430 Columbus Ave,San Francisco,CA,94133,37.798965,-122.408204,"(37.798965, -122.408204)",,429_20150226,02/26/2015 12:00:00 AM,81,Reinspection/Followup,,,
10282,Jewish Community Center,3200 California,San Francisco,CA,94118,37.787311,-122.446839,"(37.787311, -122.446839)",,10282_20150211,02-11-15 0:00,82,Routine - Unscheduled,10282_20150211_103114,High risk vermin infestation,High Risk
68089,Burger King 5830,245 BAYSHORE Blvd,San Francisco,CA,94124,37.744062,-122.404475,"(37.744062, -122.404475)",,68089_20150417,04/17/2015 12:00:00 AM,74,Routine - Unscheduled,68089_20150417_103160,Inadequate HACCP plan record keeping,Low Risk
86814,Sunny Wheatfield Café Inc,2305 Irving St,San Francisco,CA,94122,,,,14155681988,86814_20161214,12/14/2016 12:00:00 AM,85,Routine - Unscheduled,86814_20161214_103121,Inadequate procedures or records for time as a public health control,Moderate Risk
33125,L & L Hawaiian Barbecue,312 Kearny St,San Francisco,CA,94108,37.790947,-122.404026,"(37.790947, -122.404026)",,33125_20160824,08/24/2016 12:00:00 AM,84,Routine - Unscheduled,33125_20160824_103142,Unclean nonfood contact surfaces,Low Risk
3664,DELESSIO MARKET & BAKERY,1695 MARKET St,San Francisco,CA,94103,37.772605,-122.422388,"(37.772605, -122.422388)",14155555559,3664_20160614,06/14/2016 12:00:00 AM,69,Non-inspection site visit,,,
3953,Trattoria Pinocchio,401 Columbus Ave,San Francisco,CA,94133,37.799036,-122.408426,"(37.799036, -122.408426)",,3953_20160823,08/23/2016 12:00:00 AM,81,Reinspection/Followup,,,
2472,Starbucks,1501 FILLMORE St,San Francisco,CA,94115,37.783505,-122.432784,"(37.783505, -122.432784)",,2472_20150605,06-05-15 0:00,92,Routine - Unscheduled,2472_20150605_103154,Unclean or degraded floors walls or ceilings,Low Risk
34144,Pizza Joint,2414 San Bruno Ave,San Francisco,CA,94134,37.732008,-122.405471,"(37.732008, -122.405471)",,34144_20160615,06/15/2016 12:00:00 AM,76,Routine - Unscheduled,34144_20160615_103121,Inadequate procedures or records for time as a public health control,Moderate Risk
63653,SFDH - Scala's Bistro Restaurant,450 Powell St 1st Floor,San Francisco,CA,94102,37.788918,-122.408507,"(37.788918, -122.408507)",,63653_20160502,05-02-16 0:00,90,Routine - Unscheduled,63653_20160502_103139,Improper food storage,Low Risk
65358,Palio Cafe,500 Parnassus Ave,San Francisco,CA,94143,37.763473,-122.458202,"(37.763473, -122.458202)",,65358_20141222,12/22/2014 12:00:00 AM,3,Reinspection/Followup,65358_20141222_103109,Unclean or unsanitary food contact surfaces,High Risk
4447,Food Express,716 Grant Ave,San Francisco,CA,94108,37.793598,-122.406097,"(37.793598, -122.406097)",,4447_20150421,04/21/2015 12:00:00 AM,88,Routine - Unscheduled,4447_20150421_103144,Unapproved or unmaintained equipment or utensils,Low Risk
1972,KENTUCKY FRIED CHICKEN,4150 GEARY Blvd,San Francisco,CA,94109,37.781128,-122.464072,"(37.781128, -122.464072)",,1972_20160426,04/26/2016 12:00:00 AM,98,Routine - Unscheduled,1972_20160426_103103,High risk food holding temperature,High Risk
2622,WING HING RESTAURANT,2550 SAN BRUNO Ave,San Francisco,CA,94134,37.729408,-122.404391,"(37.729408, -122.404391)",,2622_20160526,05/26/2016 12:00:00 AM,90,Routine - Unscheduled,2622_20160526_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
4868,NABILA'S HAYES VALLEY HEALTH FOOD,559 HAYES St,San Francisco,CA,94102,37.776524,-122.425607,"(37.776524, -122.425607)",,4868_20140902,09-02-14 0:00,63,Routine - Unscheduled,4868_20140902_103139,Improper food storage,Low Risk
38139,Island Market & Deli,2 Ave of the Palms  Bldg. 146,San Francisco,CA,94130,37.824494,-122.371798,"(37.824494, -122.371798)",,38139_20161214,12/14/2016 12:00:00 AM,76,Routine - Unscheduled,38139_20161214_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
75402,Champa Garden,613 Faxon Ave,San Francisco,CA,94112,,,,14155344186,75402_20160524,05/24/2016 12:00:00 AM,92,Reinspection/Followup,75402_20160524_103120,Moderate risk food holding temperature,Moderate Risk
424,CHATZ,301 ARKANSAS St,San Francisco,CA,94107,37.762334,-122.398416,"(37.762334, -122.398416)",,424_20150505,05-05-15 0:00,78,Routine - Unscheduled,424_20150505_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
62057,Ashley's Cafe,4454 California St,San Francisco,CA,94118,37.784976,-122.465169,"(37.784976, -122.465169)",14155836269,62057_20160526,05/26/2016 12:00:00 AM,69,Routine - Unscheduled,62057_20160526_103120,Moderate risk food holding temperature,Moderate Risk
65624,Tacko Shop,3115 Fillmore St,San Francisco,CA,94123,37.798273,-122.435774,"(37.798273, -122.435774)",14155793534,65624_20160525,05/25/2016 12:00:00 AM,100,Routine - Unscheduled,65624_20160525_103150,Improper or defective plumbing,Low Risk
28836,Amsterdam Cafe,937 Geary St,San Francisco,CA,94109,37.785994,-122.418807,"(37.785994, -122.418807)",,28836_20151006,10-06-15 0:00,54,Routine - Unscheduled,28836_20151006_103142,Unclean nonfood contact surfaces,Low Risk
61802,What's Up Dog! Beale,195 BEALE St,San Francisco,CA,94105,37.790034,-122.394382,"(37.790034, -122.394382)",,61802_20140305,03-05-14 0:00,90,Routine - Unscheduled,61802_20140305_103118,Employee eating or smoking,Moderate Risk
79804,CurveBall,428 11th St,San Francisco,CA,94103,,,,,79804_20160121,01/21/2016 12:00:00 AM,98,Structural Inspection,,,
3800,MARRAKECH MORROCAN RESTAURANT,419 O'Farrell St,San Francisco,CA,94102,37.785924,-122.411629,"(37.785924, -122.411629)",,3800_20150828,08/28/2015 12:00:00 AM,13,Routine - Unscheduled,,,
88574,Teaspoon,2125 Polk St,San Francisco,CA,94109,,,,,88574_20161212,12-12-16 0:00,92,Reinspection/Followup,,,
4774,BAYSIDE MARKET,120 BRANNAN St,San Francisco,CA,94107,37.78416,-122.389239,"(37.78416, -122.389239)",14155220151,4774_20160823,08/23/2016 12:00:00 AM,90,Routine - Unscheduled,4774_20160823_103147,Inadequate ventilation or lighting,Low Risk
2085,KENTUCKY FRIED CHICKEN #249,691 EDDY St,San Francisco,CA,94109,37.783053,-122.418988,"(37.783053, -122.418988)",14155672641,2085_20161207,12-07-16 0:00,84,Complaint,,,
76156,Reveille Coffee Co.,4080 18th St,San Francisco,CA,94114,,,,14155508336,76156_20140310,03-10-14 0:00,90,Reinspection/Followup,,,
75575,Git Hub,88 Colin P. Kelly Jr. St,San Francisco,CA,94107,,,,,75575_20160824,08/24/2016 12:00:00 AM,92,Routine - Unscheduled,75575_20160824_103157,Food safety certificate or food handler card not available,Low Risk
5474,AT&T - (CART 56) BAYSIDE BREWS v [145143],24 WILLIE MAYS PLAZA,San Francisco,CA,94107,,,,14155971500,5474_20140408,04-08-14 0:00,85,Routine - Unscheduled,,,
3115,Yee's Restaurant,1131 Grant Ave,San Francisco,CA,94133,37.797292,-122.406914,"(37.797292, -122.406914)",,3115_20161110,11-10-16 0:00,87,Reinspection/Followup,,,
78669,Chantal Guillon,1309 Howard St,San Francisco,CA,94103,,,,,78669_20160824,08/24/2016 12:00:00 AM,94,Routine - Unscheduled,78669_20160824_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
62990,"International School of Pizza, Inc.",1556 Stockton St,San Francisco,CA,94133,37.800218,-122.409096,"(37.800218, -122.409096)",,62990_20160615,06/15/2016 12:00:00 AM,78,Routine - Unscheduled,62990_20160615_103139,Improper food storage,Low Risk
5913,ST CHARLES SCHOOL,3250 18th St,San Francisco,CA,94110,37.762074,-122.416107,"(37.762074, -122.416107)",14155867652,5913_20150911,09-11-15 0:00,92,Routine - Unscheduled,5913_20150911_103131,Moderate risk vermin infestation,Moderate Risk
85587,Pak Nam Thai Cuisine,655 Larkin St,San Francisco,CA,94109,,,,14155607089,85587_20151117,11/17/2015 12:00:00 AM,80,New Ownership,,,
68269,Walgreens #1126,1979 MISSION St,San Francisco,CA,94103,,,,14155558749,68269_20160426,04/26/2016 12:00:00 AM,96,Routine - Unscheduled,68269_20160426_103148,No thermometers or uncalibrated thermometers,Low Risk
38479,Zare At Fly Trap,606 FOLSOM St,San Francisco,CA,94107,37.785404,-122.396979,"(37.785404, -122.396979)",,38479_20160819,08/19/2016 12:00:00 AM,90,Routine - Unscheduled,38479_20160819_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
87605,Crepes Ooh La La,1220 Polk St,San Francisco,CA,94109,,,,,87605_20160708,07-08-16 0:00,86,Non-inspection site visit,,,
83827,MAHALO !,1376 09th Ave,San Francisco,CA,94122,,,,14155813948,83827_20160310,03-10-16 0:00,90,Routine - Unscheduled,83827_20160310_103133,Foods not protected from contamination,Moderate Risk
79989,Mochica,1469 18th St,San Francisco,CA,94107,,,,,79989_20150921,09/21/2015 12:00:00 AM,80,Routine - Unscheduled,79989_20150921_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
76588,Arlequin Wine Merchant,384 A Hayes St,San Francisco,CA,94102,,,,,76588_20160628,06/28/2016 12:00:00 AM,90,Routine - Unscheduled,,,
78742,Steve & Kate's Camp,1201 Ortega St,San Francisco,CA,94122,,,,,78742_20160711,07-11-16 0:00,86,Routine - Unscheduled,,,
1724,CAFE MUMS,1800 SUTTER St,San Francisco,CA,94115,37.786498,-122.430283,"(37.786498, -122.430283)",14155936986,1724_20160309,03-09-16 0:00,94,Routine - Unscheduled,1724_20160309_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
1008,VALENCIA PIZZA & PASTA,801 VALENCIA St,San Francisco,CA,94110,37.759944,-122.421356,"(37.759944, -122.421356)",14155641882,1008_20151202,12-02-15 0:00,92,Routine - Unscheduled,1008_20151202_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
77433,Maneelap Srimongkoun,4995 Mission St,San Francisco,CA,94112,,,,,77433_20160711,07-11-16 0:00,79,Routine - Unscheduled,77433_20160711_103144,Unapproved or unmaintained equipment or utensils,Low Risk
4803,SAN BRUNO SUPERMARKET,2480 SAN BRUNO Ave,San Francisco,CA,94134,37.730527,-122.404861,"(37.730527, -122.404861)",,4803_20160614,06/14/2016 12:00:00 AM,88,Routine - Unscheduled,4803_20160614_103154,Unclean or degraded floors walls or ceilings,Low Risk
3456,"CANTON DIM SUM HOUSE, INC.",655 Folsom St,San Francisco,CA,94107,37.784557,-122.397932,"(37.784557, -122.397932)",,3456_20160914,09/14/2016 12:00:00 AM,98,Reinspection/Followup,,,
86405,V16 LLC,3092 16th St,San Francisco,CA,94103,,,,,86405_20160517,05/17/2016 12:00:00 AM,69,New Construction,,,
26348,Won Mi Restaurant,1545 Fillmore St,San Francisco,CA,94115,37.783964,-122.432874,"(37.783964, -122.432874)",,26348_20140305,03-05-14 0:00,100,Routine - Unscheduled,26348_20140305_103144,Unapproved or unmaintained equipment or utensils,Low Risk
78473,Love Berry,3251 20th Ave 250K,San Francisco,CA,94132,,,,14155755521,78473_20161208,12-08-16 0:00,88,Routine - Unscheduled,78473_20161208_103112,No hot water or running water,High Risk
79219,AFC Sushi @ Safeway #2646,735 07 Ave,San Francisco,CA,94118,,,,14150603200,79219_20140915,09/15/2014 12:00:00 AM,92,New Ownership,79219_20140915_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
76353,Pizza Zone,555 Beach St,San Francisco,CA,94133,,,,,76353_20160822,08/22/2016 12:00:00 AM,96,Routine - Unscheduled,76353_20160822_103144,Unapproved or unmaintained equipment or utensils,Low Risk
71385,Yama Sushi Restaurant,850 Holloway Ave,San Francisco,CA,94132,37.721858,-122.46203,"(37.721858, -122.46203)",14155332889,71385_20160819,08/19/2016 12:00:00 AM,60,Routine - Unscheduled,71385_20160819_103154,Unclean or degraded floors walls or ceilings,Low Risk
